SJEU8777103: 28.233.918/3530-92<->65.419.099/1075-13
BVKU6334155: 51.062.138/6527-40<->48.070.582/6467-40
TEFJ4018903: 05.899.409/3459-86<->35.301.171/3558-02
OBQJ9852287: 24.901.316/7541-97<->38.775.680/8557-90
IVUU3116437: 40.289.402/6063-29<->87.316.339/9571-61
IMTZ2256546: 44.047.750/7531-40<->74.777.074/2349-46
AXGU1191626: 88.017.955/1602-73<->46.994.914/7363-60
VXCJ1128348: 41.485.088/9445-33<->68.650.475/7795-68
UUPU5973777: 73.127.282/7357-06<->19.844.015/3807-28
HURZ0246030: 26.894.087/3460-34<->63.425.322/3102-23
TMFU8346767: 56.082.602/5902-76<->84.373.487/7880-82
WYDU1229709: 82.384.513/4918-84<->37.641.032/8657-72
VKZZ8870223: 08.376.963/5468-89<->61.712.614/7188-60
YUJU8442249: 29.137.931/8852-33<->92.135.208/3268-89
UYKU8483099: 88.591.629/6701-57<->73.258.636/6396-77
IIWJ6090159: 00.017.980/4249-76<->10.304.851/5890-41
SCHJ2661577: 02.886.072/5593-66<->88.299.712/9385-58
OIFZ0948577: 25.911.712/6203-05<->75.274.674/2978-94
REHU5219432: 91.638.933/4840-01<->43.856.742/2454-98
QPNU9673408: 02.493.046/6296-14<->22.000.795/4825-40
IPMZ0869215: 59.647.247/9050-77<->79.828.553/8625-81
MKFZ8146938: 84.674.849/6811-18<->81.266.131/8418-49
LRUZ5427468: 28.360.361/1047-25<->84.921.112/6568-20
KPOU3253432: 47.791.602/0213-74<->92.671.735/6366-74
NUUZ1055242: 55.638.442/2411-80<->87.166.477/4835-12
BTRJ0659145: 24.649.415/7932-20<->13.469.604/1044-09
KMDZ3261003: 92.820.168/3635-10<->28.420.821/7552-36
YEMJ2243181: 23.127.672/2909-62<->71.670.137/6118-01
KDBJ8578663: 36.286.342/0708-50<->21.145.544/3966-21
TJXZ5763518: 97.113.680/8655-96<->30.353.518/7209-72
WEUZ7149318: 61.909.169/6124-73<->69.797.674/6041-08
NMWZ7747580: 05.758.117/9224-08<->25.067.624/5213-50
SNKJ8375499: 52.732.129/3160-96<->05.215.531/8310-39
TMHZ6717167: 24.984.413/5879-77<->55.096.546/9385-35
ITGJ7982503: 89.723.413/6415-63<->87.116.191/5404-88
ZRYU6442126: 50.082.057/3154-98<->73.915.421/4733-86
GGSJ1714403: 14.965.370/0421-93<->78.116.749/5688-05
SJNJ4942961: 60.906.065/8823-99<->45.796.213/9084-81
SKCJ7102721: 22.051.061/1147-48<->16.468.018/7371-78
WOYZ6991523: 25.537.789/2193-06<->54.147.220/7623-55
LMNU3154042: 83.618.595/5062-90<->79.498.987/1897-44
ASMZ7209763: 69.697.907/0926-50<->45.778.786/3769-69
YKJJ3717915: 76.672.381/4796-39<->08.722.820/8949-13
WKGZ2292741: 39.735.026/2585-11<->94.327.529/5450-73
QRCZ0067714: 52.756.877/5850-60<->40.028.298/9428-67
HCIU7562202: 32.818.828/4750-58<->05.837.559/4933-76
XXZZ6237271: 54.696.352/8529-66<->92.093.641/3402-04
WFFU8344590: 10.999.448/4451-36<->75.464.177/0965-24
USJU6352738: 50.858.841/1252-23<->86.119.759/2365-08
XTWU8325165: 78.639.259/9283-39<->19.572.785/9519-56
SZAZ5401371: 56.062.925/0075-98<->86.100.836/7140-24
OZRZ0115763: 66.044.130/3739-54<->30.059.802/1529-48
SQBJ0868522: 51.808.213/0293-99<->47.868.653/9857-72
SLHZ8356128: 57.754.160/1172-23<->79.634.748/3759-96
QEHJ7604218: 71.016.807/0699-62<->12.766.050/9552-00
VCRU6392332: 63.951.519/5434-09<->64.002.630/2922-92
AQJU7442452: 34.049.749/3499-31<->03.128.124/2045-39
ZUOZ2300143: 19.907.870/3841-09<->72.073.725/7939-56
SUJJ1624475: 56.971.628/9577-51<->86.991.943/5176-45
JFLZ9608730: 93.307.057/9376-24<->42.972.205/4727-37
OJDJ4625881: 19.129.861/9885-13<->03.383.110/7061-58
HLJJ6055642: 13.255.246/3949-67<->40.133.166/5993-45
WFTZ2543093: 34.966.557/6767-07<->50.198.598/0556-72
LIQJ4165924: 46.873.728/2319-21<->97.689.756/9199-43
LCVZ2521283: 21.510.053/3192-85<->26.006.929/9704-51
LGUJ1944764: 64.254.532/6452-97<->30.131.208/4872-24
BIAJ9749235: 09.024.801/5588-35<->55.320.202/4339-24
ZVKJ6330683: 30.626.064/4724-23<->56.472.037/9296-05
LPSU3530930: 45.168.223/0732-72<->12.288.557/7464-89
KGXU0404866: 56.112.479/0800-01<->98.856.554/6496-42
LCBJ9178595: 29.270.421/5764-11<->78.230.721/7540-13
BYYU7909775: 71.530.304/9584-56<->64.814.416/0925-12
WJYJ0245115: 87.924.621/2174-94<->66.042.539/9745-76
OZUU9072705: 17.668.077/4859-46<->51.368.299/6271-62
YVOZ1109031: 24.678.093/9506-41<->15.422.753/7879-79
NXJJ5844644: 30.441.982/1654-93<->19.873.084/2575-16
EBAU3596445: 77.841.733/1191-59<->73.789.093/6734-36
JDAU5121420: 84.407.665/6709-71<->64.215.056/7951-71
RNPU0323792: 73.523.039/3205-98<->53.721.238/7776-33
JDNZ7119511: 39.695.794/6600-55<->08.478.602/8084-50
EEHU2954311: 65.247.789/5082-10<->40.360.712/9624-13
TJPJ0210248: 84.693.196/1179-77<->07.385.421/4952-61
YEDZ1218555: 02.203.870/6989-93<->92.275.831/3413-71
BDUJ3484662: 40.584.435/6474-78<->18.839.228/4106-82
VBLU6907761: 94.520.653/3392-69<->33.051.712/4640-52
LOFJ1258450: 83.264.337/0087-91<->08.544.729/9077-24
JSIZ1077479: 18.788.975/3811-85<->61.092.822/9743-94
XKKZ1990837: 86.652.591/0827-57<->47.332.550/9005-78
ZMZU7248154: 23.497.069/6222-66<->57.062.893/9408-39
SGXU3369618: 76.032.050/7238-15<->38.415.514/7276-89
YOMJ8245877: 10.535.572/2531-61<->45.513.284/4001-09
RTBU6343837: 19.150.842/0839-86<->19.832.275/3916-79
HUXU5083011: 88.658.389/7290-93<->93.895.478/7017-81
OPRU7977311: 29.932.257/5914-33<->39.705.761/8035-36
ISQZ9575230: 42.866.429/6508-21<->61.144.214/4792-15
TWSU9119730: 45.028.879/0495-84<->54.833.543/6884-02
ERRZ0320190: 73.655.376/8150-98<->51.507.391/5370-93
JWAZ0855850: 00.815.095/4612-52<->31.478.710/4859-08
URXU9657525: 25.301.415/9611-70<->08.833.958/5283-92
KSJJ2618293: 10.564.994/2694-02<->09.434.688/0029-82
XSXZ4951934: 71.465.585/3689-84<->94.971.360/1658-74
WAMZ5860504: 96.437.077/7690-85<->89.534.311/7593-17
IJRZ4883942: 21.574.201/0541-26<->35.494.213/5439-79
HDIZ2627911: 31.974.414/6911-18<->68.177.038/0437-38
SMMJ5593095: 11.574.359/5401-96<->41.377.207/5753-72
OZBJ5572938: 30.740.942/5401-71<->29.593.838/0089-76
VVPZ1140999: 55.113.617/5731-08<->86.791.696/5265-62
ZQIU0265995: 09.112.390/3257-75<->58.231.709/1876-32
DZUZ5075764: 15.575.559/0355-14<->24.452.288/5713-68
UXPJ8946930: 47.751.569/8329-67<->50.006.903/2962-67
JEBU7723652: 83.046.256/3515-28<->06.719.092/8608-57
MYRU6922476: 98.459.901/9871-04<->31.274.372/8128-64
UWJZ5076422: 11.089.065/8493-09<->62.156.782/4736-32
KRKU2697219: 05.126.357/0615-06<->15.086.531/9888-11
WDVU1132529: 31.992.934/3280-53<->57.696.412/1085-50
ZTVZ2414030: 65.532.128/9454-66<->09.075.929/8828-16
ZHBZ0957623: 39.366.867/5006-12<->19.979.985/6825-37
AQHZ7885307: 94.615.173/6033-63<->61.976.932/8418-10
VSAJ8226308: 41.453.220/0832-65<->88.858.804/7631-71
VMCU1584107: 91.093.428/2886-43<->00.377.686/1210-60
MZDJ4500712: 79.474.267/9493-22<->29.309.977/9427-72
VUOU3647041: 47.518.230/8991-06<->69.106.792/5203-98
FOVZ9349979: 42.006.460/0698-06<->30.378.544/7106-64
PWFU4372841: 74.725.873/7025-31<->37.506.928/2684-02
QCTJ0306183: 20.254.858/1910-50<->13.793.885/4204-46
PTHJ1151231: 40.404.842/5229-71<->33.603.743/1116-68
TUGJ5570108: 80.999.007/2668-46<->46.865.642/1845-69
YEUZ0124679: 40.958.921/6779-31<->14.001.811/8843-69
BMIZ8133682: 02.695.027/1741-50<->76.536.368/3728-30
VVNZ9358791: 06.855.678/8558-16<->43.366.724/5293-82
PHJU2719421: 59.822.084/9904-76<->97.556.028/7591-41
ZLHU1608080: 91.700.698/0753-99<->16.089.889/4827-53
PYLU9799632: 87.448.672/6189-85<->62.698.230/9645-98
XQMU5539173: 99.452.931/9046-75<->74.022.995/4414-36
CBDU2887989: 06.644.436/5645-65<->00.062.457/7741-71
VMYZ2013211: 92.785.258/5857-89<->11.762.298/9536-61
PQZU0170127: 65.211.479/4542-79<->91.325.275/9004-02
VPTJ3787982: 18.253.480/2059-72<->00.529.868/0157-42
OLWU5086637: 22.257.522/7336-52<->12.025.106/3097-20
WNOU3474568: 97.507.639/9725-14<->08.863.604/5765-21
JOTJ3585459: 83.205.664/2659-99<->93.661.588/5141-07
GTBZ4357258: 59.843.601/6564-18<->68.453.648/8784-51
GXBU1688548: 74.251.498/6471-19<->59.119.408/0218-41
YQVZ6795941: 31.588.782/3688-00<->82.007.158/2537-11
DRXU9360102: 81.936.814/4534-15<->77.130.915/0630-52
FRCJ7537263: 28.258.653/8970-84<->90.816.789/0186-44
MPBU3921948: 00.415.846/7323-61<->37.830.619/2581-43
THUU7827900: 70.253.185/7477-68<->60.979.232/3252-97
RWUJ1345204: 59.455.775/4840-69<->67.329.257/1422-89
HLWZ5016093: 46.626.174/7365-47<->80.282.357/3641-04
PFOU2017338: 17.013.166/9892-53<->92.584.805/6756-32
TGLZ6216877: 31.473.679/3766-04<->34.166.651/5738-57
YCCJ0940895: 76.793.052/8949-30<->68.445.741/7071-23
PPLZ3820482: 25.596.979/9720-88<->15.942.478/1182-51
TASJ4738999: 31.086.956/5509-28<->44.330.656/0840-40
HPAZ5819927: 07.888.083/6593-42<->60.002.785/7210-73
WOHZ9089229: 50.165.365/3313-58<->23.496.754/6922-43
BMGZ2385119: 96.964.582/9884-96<->60.101.017/5986-02
YAIZ1568281: 72.475.067/7787-99<->09.130.219/4151-59
XHOJ0284102: 74.685.680/4144-62<->73.822.930/0940-32
CXBU1336077: 05.329.293/0454-12<->39.230.462/6794-48
UBIU8590123: 73.166.701/9933-67<->53.487.053/8176-20
WJWJ9420125: 39.870.392/8367-93<->33.818.796/9541-46
YYDJ6535893: 34.424.246/2943-11<->03.550.197/2163-03
SZMZ6145825: 04.734.791/5184-57<->85.530.072/4184-71
FLLU7275861: 37.180.426/3263-55<->28.781.023/3368-16
YYHZ4282310: 05.446.886/3562-34<->26.994.383/7579-82
JYDJ6160212: 50.925.718/8368-90<->93.952.487/7819-69
ZVLZ0028940: 12.454.923/9032-63<->43.018.830/2513-63
ELGZ8402333: 52.062.539/0676-99<->11.123.128/7947-56
DVBZ6372491: 70.777.335/2430-44<->02.940.527/1536-37
AUZU8205595: 50.395.256/5074-12<->27.121.040/4950-95
MPSU5257394: 53.588.293/1962-58<->64.947.494/7425-57
PAIU8971082: 60.303.408/5530-32<->15.500.152/6787-30
GBKZ4013570: 29.349.628/4393-46<->48.483.110/5097-28
KJIU8621740: 62.632.909/5676-37<->97.556.501/2136-88
KRNJ8997334: 42.359.332/1764-05<->84.628.581/0740-81
DUIU1585663: 43.754.437/5223-01<->84.867.274/3890-12
ONGZ7270795: 10.652.121/9207-54<->76.132.085/4352-30
KVKU6273151: 89.310.045/3791-16<->01.807.962/5756-05
XVDJ9039485: 71.667.135/8106-98<->88.193.575/0070-80
OHXZ7717359: 41.742.531/3798-27<->24.742.280/0527-32
QYZU0899953: 12.903.527/0038-97<->24.772.958/4043-05
MEFU0603014: 31.940.204/2865-82<->73.485.644/7362-94
HWCZ2394025: 88.503.226/2440-76<->62.084.796/3337-65
TDIU0242926: 38.807.672/7006-52<->30.107.859/1166-74
VIOJ1898927: 17.607.329/5657-36<->51.878.229/8061-24
NPIU7448056: 83.538.275/6792-40<->60.463.192/4783-99
FDRU1912293: 44.348.788/1138-25<->50.207.215/8904-81
KFHZ2025242: 87.673.312/2785-71<->58.815.879/2947-45
TVTZ5266739: 17.702.114/3501-20<->15.732.687/4964-20
TMRJ9364282: 58.906.911/9589-85<->31.561.856/9520-23
TBGZ0607922: 33.052.956/0420-80<->56.288.332/6930-96
JQTU3145568: 89.663.551/8415-08<->98.408.815/9483-71
PMUZ7836905: 39.479.068/6515-88<->67.540.384/0063-92
HVUZ8811350: 85.000.456/7760-72<->76.562.688/8867-56
MBHU8687333: 48.587.108/1814-40<->01.490.819/2235-97
LOLJ6219884: 15.113.822/2051-84<->57.313.120/7880-25
QTDZ2735885: 19.056.880/3258-14<->23.562.232/1169-76
IWDJ1367824: 57.698.849/0003-65<->28.294.903/4630-41
OURJ4152503: 47.535.462/3732-39<->15.195.039/1725-32
KARZ4280867: 18.255.308/0083-60<->66.134.263/0820-88
EATU2412702: 84.346.694/0386-01<->35.883.559/6707-83
HVEJ0441717: 52.039.652/7239-34<->02.763.538/4476-85
TXKZ9810797: 26.411.971/1087-06<->68.013.755/7177-86
CLRJ3425056: 01.411.623/3426-08<->98.522.039/1479-62
KOJZ7549807: 01.307.305/0827-62<->89.006.459/9920-91
IHYJ7245156: 94.912.659/9476-56<->79.150.923/8511-09
MAZZ9566295: 59.982.491/5731-72<->22.324.928/3732-02
CMCU6787466: 55.853.134/6203-76<->30.655.038/5605-39
WPEJ6415089: 45.044.473/5246-77<->09.586.649/7190-60
JIEJ8910288: 67.450.837/8145-71<->60.020.022/2360-92
LGXU3296006: 09.002.163/9841-31<->66.690.184/9954-99
OKCZ4041566: 41.737.575/9807-41<->00.233.978/5913-70
XFFU8177991: 54.460.934/7790-22<->73.404.085/8478-11
EKWU1984029: 80.994.792/3568-31<->93.615.205/3545-18
OQVU8620429: 39.756.430/2830-02<->08.149.010/7595-43
FNIZ0474547: 60.476.114/9472-66<->66.477.561/0513-01
JORU3028336: 29.155.335/7306-25<->22.288.748/9473-66
ZCKZ9258916: 72.438.375/3346-42<->04.261.737/8226-16
XARU9529585: 23.714.267/3088-13<->98.358.081/8523-60
KILU9117712: 46.793.553/1043-89<->90.844.931/7982-93
XRKJ1820531: 89.691.571/3262-12<->93.405.029/5847-01
FJGU5808785: 79.868.938/8063-98<->70.680.170/8892-24
ISTU6364345: 96.632.667/0508-93<->46.504.642/6466-35
BONJ5742585: 37.545.825/1336-46<->98.681.933/3834-34
URZJ7093732: 91.517.364/2640-94<->09.890.932/1340-56
BSUU6160945: 17.121.959/4415-90<->14.535.382/5688-59
PFLZ4256154: 30.431.160/7069-86<->66.820.074/9759-00
KNAZ4136283: 68.164.724/3800-61<->19.277.448/6885-11
UDRZ7943316: 08.112.797/7456-69<->70.227.834/8646-95
DDUU4106183: 73.928.522/3324-59<->79.030.791/8976-78
RQKJ7918040: 55.390.989/1057-80<->24.716.832/7777-79
EXJJ5595187: 78.438.085/7822-27<->13.179.577/5385-37
FHSZ6869237: 71.834.705/1855-67<->77.799.923/5983-46
CPDZ0347405: 29.905.237/8318-07<->18.613.913/8347-03
QHGJ8912978: 83.998.262/1728-97<->97.371.060/2676-04
RANZ7248828: 70.116.647/0713-75<->02.398.980/2147-28
VXZU3343133: 57.284.492/1023-46<->99.319.933/3522-31
ZTVJ7188900: 44.876.329/2865-52<->91.672.974/1048-01
ROYU7294302: 19.257.937/3266-43<->39.379.242/7005-45
PTSJ3886074: 52.095.446/2905-81<->26.433.558/5518-61
CPOJ7579075: 01.603.759/1713-97<->59.707.506/0652-58
MWDJ2210793: 47.240.655/1683-57<->01.383.064/6811-98
GKQJ9412837: 03.046.154/9345-43<->94.972.102/8809-30
SOHU2387276: 06.142.425/2702-29<->60.008.967/8680-89
ZFAJ1476129: 14.399.715/0918-91<->54.061.863/1367-85
ERJZ9952822: 40.990.391/0799-26<->04.268.867/2281-96
CBXJ4632503: 99.845.312/0999-81<->72.543.962/9899-27
EQSJ6889206: 87.327.487/8222-16<->73.562.403/4312-11
DUBJ1279381: 44.130.505/7723-20<->08.278.812/9565-42
HHTJ7184316: 50.232.317/9165-21<->21.665.227/5377-40
SLTU1330308: 29.076.471/8263-74<->70.197.666/4934-07
NWWJ1226759: 53.397.391/7773-61<->17.530.491/3692-03
YAZZ9628861: 28.579.471/0509-17<->50.641.985/3456-05
AWTJ4044558: 73.031.875/8216-55<->35.216.723/3430-08
PJOJ4354021: 37.198.260/1927-65<->62.701.333/2580-96
CTOJ7465109: 60.527.266/6288-09<->63.199.985/4898-70
TOAJ4284275: 80.425.154/8582-40<->83.075.131/7404-78
HVWZ5394434: 76.000.099/8069-53<->23.597.494/4726-47
WURZ9443434: 87.278.902/2570-40<->96.823.025/3347-36
ZPUZ9386912: 25.131.640/1361-07<->33.803.197/4128-63
TTIJ8768339: 48.958.203/0313-90<->83.150.310/8567-78
COOU2817355: 25.532.735/0950-03<->67.252.941/3061-47
TPQU9223394: 70.910.745/2950-35<->99.042.133/9557-92
VYBJ4604775: 75.885.669/1475-83<->56.467.058/3697-23
EZNZ9269760: 98.496.433/6732-48<->19.011.792/6887-86
SZHU1549949: 71.642.166/6301-33<->09.498.612/5094-03
UDVJ9279080: 06.238.979/3426-38<->66.853.726/1296-99
SRHU1501260: 92.971.428/7395-27<->30.766.497/3660-96
PEBZ9615438: 34.946.155/0864-55<->14.423.646/4887-20
DJHJ7830194: 84.520.693/5938-39<->67.953.834/0860-12
AMMZ0584720: 82.031.758/8042-23<->54.503.358/7101-06
MUOJ6975512: 44.220.188/9454-26<->83.653.814/3769-15
PJCU0411722: 40.994.098/6390-16<->98.428.426/0193-90
FQOU0638393: 95.162.702/5497-05<->38.194.539/9874-57
ANYU9984441: 49.811.022/6842-43<->37.214.831/3797-83
RGZU1862419: 45.951.462/8468-53<->05.400.146/2218-57
WDMU3518115: 11.777.916/7265-67<->41.897.045/8931-07
XZJJ9659033: 88.093.940/7217-24<->73.006.207/1534-00
AANU6683440: 87.695.711/7817-69<->76.816.142/1437-70
VDMJ1300083: 42.614.597/7096-54<->31.861.087/0932-22
HQEZ4606712: 09.845.247/6733-30<->25.719.309/7209-86
THHJ0244612: 06.952.126/4003-96<->38.790.798/5759-92
RUNJ4009183: 95.633.686/3596-09<->09.428.077/2107-12
PSCZ4256342: 32.763.375/1886-11<->52.703.649/3741-04
MDLU2221346: 81.699.980/9219-09<->36.482.029/2767-23
MCWU0916023: 58.929.145/1710-17<->72.935.516/2056-43
BOMZ6948478: 12.814.433/3358-81<->67.942.984/9278-61
URQU3881344: 79.330.278/6211-77<->53.611.643/3994-77
CNDU2599067: 73.677.103/5186-32<->40.964.986/8347-14
KPNU6758668: 71.532.709/3635-40<->53.444.573/8225-46
KGOU4947679: 72.319.941/9954-33<->76.506.436/0998-38
SXOU5814894: 77.157.014/5539-94<->31.352.692/0720-54
WTXZ6239865: 05.124.234/2828-67<->89.983.190/7390-63
AEAJ6558986: 27.755.729/5259-18<->42.336.033/2076-75
EIDJ9349357: 06.759.807/5310-98<->27.283.082/7314-71
FXPJ5709529: 63.956.217/4964-03<->70.690.781/2239-37
WOZU1646390: 85.726.173/5043-11<->04.101.183/2105-20
JYGZ4527067: 70.457.880/9538-09<->97.435.146/7008-27
UXPZ4950613: 11.747.641/4915-16<->80.337.329/6877-10
CXWZ5589831: 74.051.840/1476-88<->12.094.708/1540-85
UARZ5952924: 94.310.420/5024-53<->62.298.024/3063-95
ISVJ5319664: 52.636.312/3390-26<->07.211.395/4330-75
RUHU1786891: 04.685.059/3421-66<->54.117.171/3229-11
GDGJ0547148: 50.455.062/6610-75<->04.160.883/8800-02
JCWU4035001: 19.011.667/7839-37<->66.269.559/3318-15
RETU7939170: 89.885.179/7717-46<->58.455.235/4379-84
WCOZ1203307: 24.819.437/2781-72<->32.808.143/1501-06
XUVZ3361587: 04.156.097/0599-81<->33.920.515/3788-22
IKPU7624527: 45.922.339/2667-02<->49.685.650/5994-53
QAPJ8775808: 01.861.140/8158-89<->87.708.209/1113-17
QBZU6137719: 92.181.367/1851-95<->85.195.185/0233-30
XBLU6921091: 84.325.378/5479-46<->39.361.415/9220-39
WIAU9857257: 67.015.073/7102-01<->20.857.594/2667-93
PSPU1779187: 19.625.524/1136-97<->60.448.018/8972-11
CNBZ6850240: 57.057.727/5243-92<->69.443.420/8961-90
HUHJ4662779: 55.909.945/4355-58<->20.568.429/0596-39
MFKJ8501397: 15.329.259/3382-56<->56.169.411/6711-26
UHKZ2363840: 22.683.123/6137-42<->56.716.336/9944-24
NQDJ1250699: 47.033.825/1556-36<->36.814.966/8163-49
XLCZ3423665: 89.453.368/9862-23<->09.256.537/1224-22
ADFJ4980727: 84.347.926/2696-26<->02.287.304/0485-61
KXUJ1926570: 50.063.402/6566-06<->81.227.775/5197-56
JZMJ3172517: 93.902.843/3477-98<->07.227.967/4655-30
VQHU4389752: 50.016.918/0996-59<->51.453.877/2730-38
AXVZ8192544: 11.737.972/2869-27<->50.822.326/8697-58
MTCU4249179: 68.849.500/5683-04<->31.641.872/7457-08
LPYU1314607: 79.754.054/1996-80<->75.083.012/6034-16
GJFU0426648: 72.725.992/1169-17<->66.353.951/2295-64
SEPZ9793612: 19.814.306/8820-17<->81.798.981/2250-39
MNBJ1884177: 67.910.469/4396-43<->65.547.258/8936-68
AYOJ0969924: 23.185.571/8836-92<->24.345.507/1070-08
NLQU7625459: 31.890.798/0997-30<->71.605.922/1363-87
KSTZ9962019: 51.654.932/6303-14<->52.087.235/3467-45
DPVZ8651353: 09.630.519/2221-98<->38.377.061/3592-59
YTLZ6507430: 25.289.778/8472-21<->86.927.772/1654-49
ZCGZ9081620: 64.610.999/2921-61<->44.286.392/9532-87
DCNU1237547: 78.531.631/5280-07<->89.292.212/0920-67
SSLZ6746543: 01.476.526/2433-23<->54.069.954/1595-66
FJYZ8218938: 89.171.925/1049-14<->17.210.189/7493-07
VLVU6607705: 79.450.270/8115-46<->95.941.596/1625-99
JYUJ8544842: 12.297.955/7770-83<->01.050.958/7944-16
VECJ6584217: 56.314.035/7392-59<->55.267.484/7462-40
RUOU5485720: 60.902.566/4678-89<->23.067.590/3725-91
BQMJ4229347: 47.961.336/6280-64<->15.025.299/4147-19
UOZU2699182: 94.838.888/1905-96<->69.445.167/5046-41
CFEJ1917678: 96.510.159/2142-06<->09.518.524/4847-36
WYBU3716640: 47.141.374/1024-84<->23.655.733/3227-02
UCJU6184758: 28.021.320/9136-56<->71.096.822/9197-89
RPHZ6576215: 90.157.732/5787-19<->24.918.658/5670-99
FMUU7100865: 34.320.824/0215-88<->91.691.446/6284-31
LMTZ3861461: 85.997.906/6307-95<->22.854.184/3438-86
OBUU8272621: 45.618.114/8941-61<->80.486.930/3358-93
TTEZ6036073: 47.365.597/4429-30<->96.242.174/7145-69
GDJU9971921: 33.509.068/0564-55<->15.394.739/3306-44
GNXJ3131295: 36.620.874/8515-22<->10.399.501/5929-92
LRGU7768667: 72.805.584/1069-48<->19.768.165/7469-90
BGOU7718654: 78.701.387/4987-70<->29.539.947/3888-77
GDLU3476999: 09.664.951/1059-32<->45.729.331/3999-11
KEHJ7387193: 73.308.536/1844-57<->09.155.553/6444-42
GNYZ8418730: 86.007.503/5793-96<->70.027.883/9043-19
XGWZ9282714: 66.552.834/7257-33<->47.915.796/6256-23
RMWZ9227822: 16.008.397/9179-44<->37.208.150/8797-21
CYPU4901908: 92.281.077/7056-64<->84.241.558/8821-10
QJIJ9440779: 11.441.837/6703-91<->86.659.102/4730-72
KAIZ2003647: 02.813.476/4864-90<->77.256.830/7885-39
FXBU1125892: 33.871.022/0640-66<->21.977.077/3887-17
CXNU0318431: 55.496.470/6729-39<->25.965.193/8138-88
ZSVZ9760742: 78.072.911/1852-35<->85.546.733/3583-09
VBJU8257523: 07.396.879/5398-04<->08.186.234/4352-70
PBUJ8760894: 39.185.845/2796-22<->14.323.558/9251-08
MXLU9755250: 61.456.891/5734-48<->10.461.089/5707-47
OEAZ1940983: 13.361.541/9956-04<->49.700.925/0783-84
DCVJ0707259: 21.507.934/7974-52<->72.286.448/1731-16
ELGJ9894431: 56.943.975/2438-18<->23.733.470/3799-16
SPIZ3814028: 11.752.748/3091-79<->17.740.013/8814-08
PQBJ8571078: 20.624.606/7836-74<->05.456.324/9013-14
VLIU0803675: 99.705.445/2297-90<->41.675.856/2284-39
WOUJ1534158: 27.407.218/1900-22<->42.226.087/7812-55
PVGZ8236485: 18.648.536/9177-97<->59.083.569/5836-38
HUUZ1100355: 74.157.939/2859-62<->64.070.982/4513-73
NCRJ2476996: 33.550.563/8892-33<->18.078.530/5260-64
CXOZ8883167: 95.086.292/6842-50<->94.933.371/0767-56
GUZJ5856188: 86.010.414/8658-66<->29.803.860/7335-82
IYEZ8844142: 47.471.020/0739-44<->66.189.826/0672-57
FGFU3582866: 84.228.156/8736-88<->96.378.102/4519-64
JKWU3299818: 81.413.242/1711-35<->70.355.184/4497-30
OTZJ3597958: 65.148.046/0383-07<->13.661.758/7193-46
YMXZ4834063: 98.629.882/6363-83<->61.516.665/2976-42
CNUJ0541863: 90.437.205/9885-29<->49.090.633/3060-87
QSVU9953692: 37.003.683/4031-72<->00.661.262/3325-35
NMHU3921737: 52.377.936/4316-32<->45.378.617/6928-88
EBFJ8785061: 26.704.731/8200-57<->91.716.970/1332-05
XQUZ3763228: 98.348.215/3435-74<->94.134.068/5351-91
NRLJ4216639: 32.137.756/9826-15<->24.727.360/2198-22
HKVZ1382853: 56.378.766/9330-18<->14.508.227/5684-66
NNCZ8429380: 75.111.803/2288-74<->72.473.665/1824-91
HTPU7821582: 19.334.113/5014-72<->77.629.876/4573-92
ZEJJ0408373: 08.591.040/1008-15<->26.703.295/5529-95
BFAZ1328717: 45.184.882/4874-70<->09.709.869/2302-57
DNEU9057180: 67.485.351/2305-00<->91.033.261/7777-36
FATZ2746835: 57.532.201/4991-09<->27.769.237/5066-37
NYYJ1989681: 30.934.342/3862-28<->24.663.326/9186-85
RLCJ9135388: 73.930.562/0663-23<->37.987.253/0729-13
LZTJ9359308: 41.551.767/5167-88<->20.464.636/0817-21
KYFU9251341: 95.275.940/5758-73<->53.700.866/1056-32
AWBU6354825: 14.933.729/9633-54<->13.464.868/7218-92
CLJJ7718729: 41.062.868/8531-50<->69.967.342/5961-22
ICQZ1304452: 45.507.418/0340-94<->99.561.569/7239-37
TNXU8128922: 54.147.590/1648-78<->74.066.001/1568-27
WMPU3961194: 32.713.825/8935-49<->28.683.364/4501-34
VWHU4963589: 00.876.080/4706-41<->57.037.298/8731-11
YTOU6327065: 39.895.484/0703-31<->63.982.105/3277-36
NBGU1400702: 29.057.291/4338-80<->59.029.447/5284-95
TOKZ5140833: 96.172.924/0764-89<->82.231.342/9715-45
YUHZ9297234: 74.120.888/3718-57<->98.813.565/5329-08
KMZU8239705: 08.576.644/9483-64<->75.079.021/7044-17
AOKJ5952868: 08.355.763/4797-85<->42.770.955/4799-26
KJIZ8196149: 16.078.113/9903-47<->20.157.411/8797-17
RHPJ6242847: 89.345.855/4459-89<->89.068.504/4199-31
ADCU5939076: 43.235.668/7803-49<->88.358.474/3222-75
NSKU9475754: 46.122.612/1153-94<->24.150.610/0387-88
RDIZ7614509: 13.823.954/4367-14<->47.663.595/8428-95
